Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
395186,2001: A Space Odyssey,Arthur C. Clarke,"Clarke, Arthur C.",,9780451450630,"=""9780451450630""",0,3.5,ROC,Hardcover,221,1968,1968,,2023/12/27,to-read,to-read (#1),to-read,,,,0,1
598480,Dune Messiah,Frank Herbert,"Herbert, Frank",,9780441015610,"=""9780441015610""",0,3.5,Ace Hardcover,Hardcover,288,1969,1969,,2025/05/01,to-read,to-read (#1),to-read,,,,0,1
228058,East of Eden,John Steinbeck,"Steinbeck, John",,9780434740024,"=""9780434740024""",4,3.5,Heinemann,ebook,525,1952,1952,2024/11/12,2024/10/25,read,read (#1),read,,,,0,0
921980,Red Mars,Kim Stanley Robinson,"Robinson, Kim Stanley",,9780586213896,"=""9780586213896""",0,3.5,Collins,Hardcover,400,1992,1992,,2024/06/24,to-read,to-read (#1),to-read,,,,2,0
194754,The Name of the Wind,Patrick Rothfuss,"Rothfuss, Patrick",,9780756404079,"=""9780756404079""",0,3.5,DAW,Kindle Edition,662,2007,2007,,2025/07/19,to-read,to-read (#1),to-read,,,,2,0
139222,Good Omens,Neil Gaiman,"Gaiman, Neil",,0894808532,"=""0894808532""",4,4.0,Workman Publishing,ebook,354,1990,1990,2025/07/12,2025/07/07,read,read (#1),read,,,,0,0
709405,Dracula,Bram Stoker,"Stoker, Bram",,9786052492840,"=""9786052492840""",0,3.5,Dorlion Yayinevi,ebook,404,1897,1897,,2024/06/03,to-read,to-read (#1),to-read,,,,0,1
411553,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",,9781626927353,"=""9781626927353""",3,3.5,George Routledge and Sons,Hardcover,274,1888,1888,2025/04/15,2025/04/03,read,read (#1),read,,,,1,0
636346,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,9780712607940,"=""9780712607940""",0,4.31,Century Publishing,ebook,264,1985,1985,,2024/04/24,currently-reading,currently-reading (#1),currently-reading,,,,2,0
321202,Rendezvous with Rama,Arthur C. Clarke,"Clarke, Arthur C.",,9780358380221,"=""9780358380221""",5,3.5,Houghton Mifflin Harcourt Publishing Company,ebook,304,1900,1900,2024/01/10,2023/12/13,read,read (#1),read,,,,1,0
283628,The Dispossessed,Ursula K. Le Guin,"Guin, Ursula K. Le",,9781857988826,"=""9781857988826""",5,3.5,Orion Publishing Group,Paperback,319,1974,1974,2025/02/10,2025/02/04,read,read (#1),read,,,,2,1
168030,Beloved,Toni Morrison,"Morrison, Toni",,0394535979,"=""0394535979""",4,3.5,Knopf,Kindle Edition,275,1987,1987,2023/12/15,2023/11/28,read,read (#1),read,,,,2,1
713626,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,9781101665398,"=""9781101665398""",0,3.5,ACE,Kindle Edition,367,1969,1969,,2024/11/09,to-read,to-read (#1),to-read,,,,1,0
581880,Snow Crash,Neal Stephenson,"Stephenson, Neal",,9780613361620,"=""9780613361620""",3,3.5,Tandem Library,Paperback,468,1992,1992,2024/02/17,2024/02/01,read,read (#1),read,,,,1,0
748940,Moby Dick,Herman Melville,"Melville, Herman",,9782413019756,"=""9782413019756""",0,3.5,DELCOURT,Kindle Edition,48,1851,1851,,2025/05/29,to-read,to-read (#1),to-read,,,,0,0
385195,American Gods,Neil Gaiman,"Gaiman, Neil",,9780380973651,"=""9780380973651""",4,3.5,W. Morrow,Kindle Edition,465,2001,2001,2024/10/10,2024/09/25,read,read (#1),read,,,,0,0
609700,Hyperion,Dan Simmons,"Simmons, Dan",,9780575076372,"=""9780575076372""",5,5.0,GOLLANCZ (ORIO),Hardcover,480,1989,1989,2024/01/20,2024/01/04,read,read (#1),read,,,,2,0
928580,The Eye of the World,Robert Jordan,"Jordan, Robert",,9782266111850,"=""9782266111850""",5,5.0,Pocket,Hardcover,491,1990,1990,2025/03/08,2025/03/02,read,read (#1),read,,,,0,1
400200,The Blade Itself,Joe Abercrombie,"Abercrombie, Joe",,9780575077850,"=""9780575077850""",4,3.5,Gollancz,Paperback,422,2001,2001,2025/09/04,2025/08/15,read,read (#1),read,,,,0,0
217965,The Lies of Locke Lamora,Scott Lynch,"Lynch, Scott",,9780575076945,"=""9780575076945""",3,3.5,Gollancz,ebook,512,2001,2001,2025/08/01,2025/07/10,read,read (#1),read,,,,0,1
237951,The Hunger Games,Suzanne Collins,"Collins, Suzanne",,9780439023481,"=""9780439023481""",0,3.5,Scholastic Press,Hardcover,374,2008,2008,,2023/11/11,to-read,to-read (#1),to-read,,,,0,1
547682,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,9781409181637,"=""9781409181637""",2,3.5,Orion Publishing Group,Kindle Edition,300,2018,2018,2024/09/15,2024/08/26,read,read (#1),read,,,,0,0
450641,Gone Girl,Gillian Flynn,"Flynn, Gillian",,9780307588364,"=""9780307588364""",3,4.5,Crown Publishers,Hardcover,419,2011,2011,2024/10/07,2024/09/07,read,read (#1),read,,,,2,0
382778,We Have Always Lived in the Castle,Shirley Jackson,"Jackson, Shirley",,9781441734280,"=""9781441734280""",0,3.5,"Blackstone Audio, Inc.",Hardcover,300,1962,1962,,2025/01/13,to-read,to-read (#1),to-read,,,,0,0
204206,Verity,Colleen Hoover,"Hoover, Colleen",,9781791392796,"=""9781791392796""",0,4.0,Colleen Hoover,Hardcover,314,2018,2018,,2025/04/04,currently-reading,currently-reading (#1),currently-reading,,,,2,0
207876,Pachinko,Min Jin Lee,"Lee, Min Jin",,9781455563937,"=""9781455563937""",0,3.5,Grand Central Publishing,Hardcover,490,2017,2017,,2023/12/31,to-read,to-read (#1),to-read,,,,1,1
707643,Gardens of the Moon,Steven Erikson,"Erikson, Steven",,9780553812176,"=""9780553812176""",1,3.5,Bantam Pr Ltd,Hardcover,728,1999,1999,2024/07/25,2024/07/18,read,read (#1),read,,,,1,0
983609,On the Road,Jack Kerouac,"Kerouac, Jack",,9780060755331,"=""9780060755331""",3,3.61,Caedmon,Kindle Edition,310,1957,1957,2025/06/21,2025/06/10,read,read (#1),read,,,,0,1
703765,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,9780147542922,"=""9780147542922""",5,3.5,Riverhead Books,Kindle Edition,300,2003,2003,2025/02/19,2025/01/28,read,read (#1),read,,,,0,0
982426,The Goldfinch,Donna Tartt,"Tartt, Donna",,9780349139630,"=""9780349139630""",1,3.0,Back Bay Books,Hardcover,864,2013,2013,2025/08/04,2025/07/28,read,read (#1),read,,,,2,1
489864,White Teeth,Zadie Smith,"Smith, Zadie",,9788495971647,"=""9788495971647""",4,2.0,Planeta Pub Corp,Paperback,628,2000,2000,2024/11/04,2024/10/23,read,read (#1),read,,,,0,1
982202,Middlesex,Jeffrey Eugenides,"Eugenides, Jeffrey",,0374199698,"=""0374199698""",2,4.0,"Farrar, Straus, Giroux",ebook,529,2002,2002,2024/01/10,2023/12/25,read,read (#1),read,,,,2,1
751554,The Martian,Andy Weir,"Weir, Andy",,9780804139021,"=""9780804139021""",4,3.5,Crown Publishers,Kindle Edition,369,2011,2011,2025/01/20,2025/01/13,read,read (#1),read,,,,1,1
165730,Wolf Hall,Hilary Mantel,"Mantel, Hilary",,9780805080681,"=""9780805080681""",5,3.5,Henry Holt and Co.,ebook,532,2009,2009,2024/02/11,2024/01/26,read,read (#1),read,,,,1,0
123603,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,9780571154913,"=""9780571154913""",2,4.14,Faber Faber Inc,Paperback,258,1989,1989,2025/07/22,2025/07/12,read,read (#1),read,,,,1,0
749077,Harry Potter and the Chamber of Secrets,J.K. Rowling,"Rowling, J.K.",,9780439988193,"=""9780439988193""",0,3.5,Scholastic Canada,ebook,251,1998,1998,,2023/11/23,to-read,to-read (#1),to-read,,,,2,1
734531,The Vanishing Half,Brit Bennett,"Bennett, Brit",,9780525536291,"=""9780525536291""",3,5.0,Riverhead Books,Kindle Edition,352,2020,2020,2025/02/09,2025/01/23,read,read (#1),read,,,,1,0
680835,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,9788433970794,"=""9788433970794""",3,3.0,Anagrama,Kindle Edition,351,2005,2005,2024/08/29,2024/08/04,read,read (#1),read,,,,1,0
909240,The Midnight Library,Matt Haig,"Haig, Matt",,9780525559474,"=""9780525559474""",0,3.5,Viking,Kindle Edition,304,2020,2020,,2025/07/25,to-read,to-read (#1),to-read,,,,0,1
826560,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,"Rowling, J.K.",,9780747546290,"=""9780747546290""",4,4.5,Bloomsbury,Hardcover,317,1999,1999,2025/08/16,2025/07/31,read,read (#1),read,,,,2,0
575493,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,9780739489505,"=""9780739489505""",1,3.5,Riverhead Books,Paperback,372,2007,2007,2024/12/11,2024/11/27,read,read (#1),read,,,,1,1
776243,The Road,Cormac McCarthy,"McCarthy, Cormac",,9780330447553,"=""9780330447553""",0,4.0,vintage International,Hardcover,241,2006,2006,,2024/03/25,to-read,to-read (#1),to-read,,,,0,1
652418,The Silence of the Lambs,Thomas Harris,"Harris, Thomas",,9780312022822,"=""9780312022822""",5,5.0,St. Martin's Press,Kindle Edition,338,1988,1988,2024/04/20,2024/04/08,read,read (#1),read,,,,0,1
341738,I Am Legend,Richard Matheson,"Matheson, Richard",,9781857988093,"=""9781857988093""",4,4.0,Gollancz,Paperback,160,1954,1954,2024/02/10,2024/01/29,read,read (#1),read,,,,1,1
646656,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,9780571364886,"=""9780571364886""",4,3.74,FABER ET FABER,ebook,303,2019,2019,2025/06/27,2025/05/29,read,read (#1),read,,,,2,0
160951,"A Clash of Kings (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,0553108034,"=""0553108034""",0,4.42,Harper Voyage,Paperback,1042,2003,2003,,2024/01/21,currently-reading,currently-reading (#1),currently-reading,,,,1,1
603126,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,2082111822,"=""2082111822""",2,4.21,Flammarion,Hardcover,226,1988,1988,2025/08/02,2025/07/20,read,read (#1),read,,,,0,0
209001,The Tipping Point,Malcolm Gladwell,"Gladwell, Malcolm",,9780316316965,"=""9780316316965""",0,3.5,"Little, Brown and Company",Hardcover,288,2000,2000,,2023/11/30,to-read,to-read (#1),to-read,,,,2,0
336389,Daring Greatly,Brené Brown,"Brown, Brené",,9781592407330,"=""9781592407330""",4,3.5,Gotham Books,Paperback,287,2012,2012,2024/07/04,2024/06/04,read,read (#1),read,,,,2,1
353833,Freakonomics,Steven D. Levitt,"Levitt, Steven D.",,9780060731328,"=""9780060731328""",0,4.0,William Morrow,ebook,242,2005,2005,,2025/07/19,to-read,to-read (#1),to-read,,,,0,1
101113,The 7 Habits of Highly Effective People,Stephen R. Covey,"Covey, Stephen R.",,9781982137137,"=""9781982137137""",3,3.5,Simon & Schuster,ebook,464,1989,1989,2025/08/15,2025/08/01,read,read (#1),read,,,,0,1
890031,Narcissus and Goldmund,Hermann Hesse,"Hesse, Hermann",,9780553058680,"=""9780553058680""",0,4.22,Bantam,Kindle Edition,315,1971,1971,,2024/08/09,to-read,to-read (#1),to-read,,,,2,0
563129,The Giver,Lois Lowry,"Lowry, Lois",,9780544336261,"=""9780544336261""",0,3.5,HMH Books for Young Readers,Paperback,240,1993,1993,,2024/12/06,to-read,to-read (#1),to-read,,,,1,0
477494,"The Last Hero (Discworld, #27; Rincewind, #7)",Terry Pratchett,"Pratchett, Terry",,0061040967,"=""0061040967""",4,4.18,HarperCollins,Paperback,176,2001,2001,2024/03/09,2024/02/14,read,read (#1),read,,,,1,1
270958,The Power of Now,Eckhart Tolle,"Tolle, Eckhart",,9780789312464,"=""9780789312464""",2,3.5,Universe Publishing,Hardcover,112,1997,1997,2025/07/01,2025/06/21,read,read (#1),read,,,,2,1
503819,The Hate U Give,Angie Thomas,"Thomas, Angie",,9780062498533,"=""9780062498533""",0,3.5,Balzer + Bray,ebook,453,2017,2017,,2025/08/17,to-read,to-read (#1),to-read,,,,1,1
313768,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,2226479813,"=""2226479813""",5,3.5,Albin Michel,ebook,300,2017,2017,2025/03/07,2025/02/18,read,read (#1),read,,,,2,0
201748,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,9781439107959,"=""9781439107959""",0,3.5,Scribner,ebook,571,2010,2010,,2023/12/31,to-read,to-read (#1),to-read,,,,2,1
158838,Harry Potter and the Goblet of Fire,J.K. Rowling,"Rowling, J.K.",,9780747546245,"=""9780747546245""",4,3.5,Bloomsbury,ebook,636,1993,1993,2024/02/10,2024/01/17,read,read (#1),read,,,,0,1
752792,Stoner,John  Williams,"Williams, John",,9781590171998,"=""9781590171998""",0,4.35,New York Review Books,Kindle Edition,292,2006,2006,,2025/04/29,currently-reading,currently-reading (#1),currently-reading,,,,2,0
529982,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,9780812993547,"=""9780812993547""",0,3.5,Spiegel & Grau,Hardcover,152,2015,2015,,2024/12/01,to-read,to-read (#1),to-read,,,,2,0
528984,Night,Elie Wiesel,"Wiesel, Elie",,9781411403635,"=""9781411403635""",3,3.5,SparkNotes,ebook,300,2008,2008,2025/09/02,2025/08/13,read,read (#1),read,,,,1,0
957292,"The Last Continent (Discworld, #22; Rincewind, #6)",Terry Pratchett,"Pratchett, Terry",,0061050482,"=""0061050482""",5,4.0,HarperPrism,Hardcover,416,1999,1999,2024/09/18,2024/08/29,read,read (#1),read,,,,0,0
290037,The Diary of a Young Girl,Anne Frank,"Frank, Anne",,9780141007212,"=""9780141007212""",4,4.5,Penguin Books,Kindle Edition,432,2001,2001,2025/02/03,2025/01/10,read,read (#1),read,,,,0,0
886667,Lord of the Flies,William Golding,"Golding, William",,0571056865,"=""0571056865""",0,3.7,Faber and Faber,Paperback,240,1954,1954,,2024/12/19,to-read,to-read (#1),to-read,,,,0,1
824925,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,9780199291151,"=""9780199291151""",5,4.16,"Oxford University Press, USA",ebook,388,1976,1976,2025/07/19,2025/06/25,read,read (#1),read,,,,2,0
709725,Into Thin Air,Jon Krakauer,"Krakauer, Jon",,0385492081,"=""0385492081""",4,3.5,Anchor Books/Doubleday,Paperback,378,1996,1996,2024/10/18,2024/09/19,read,read (#1),read,,,,1,0
900597,Educated,Tara Westover,"Westover, Tara",,9780399590504,"=""9780399590504""",5,3.5,Random House,ebook,334,2018,2018,2024/06/22,2024/06/12,read,read (#1),read,,,,2,1
682768,The Glass Castle,Jeannette Walls,"Walls, Jeannette",,9781844081813,"=""9781844081813""",5,3.5,Virago,Hardcover,341,2005,2005,2023/12/17,2023/11/18,read,read (#1),read,,,,0,1
269468,Toro! Toro!,Michael Morpurgo,"Morpurgo, Michael",,9781405660778,"=""9781405660778""",5,3.67,Galaxy,Hardcover,128,2005,2005,2023/11/13,2023/10/22,read,read (#1),read,,,,2,1
540607,The Body Keeps the Score,Bessel van der Kolk,"Kolk, Bessel van der",,9780143127741,"=""9780143127741""",0,3.5,Penguin Books,Paperback,464,2014,2014,,2025/04/26,to-read,to-read (#1),to-read,,,,1,0
218763,How to Win Friends and Influence People,Dale Carnegie,"Carnegie, Dale",,9782764023068,"=""9782764023068""",0,3.5,Quebecor,Kindle Edition,300,1936,1936,,2024/11/07,to-read,to-read (#1),to-read,,,,2,1
812646,A Wrinkle in Time,Madeleine L'Engle,"L'Engle, Madeleine",,9780241331163,"=""9780241331163""",5,3.5,Puffin Books Penguin Random House UK,Paperback,300,1962,1962,2025/09/24,2025/08/25,read,read (#1),read,,,,1,1
786917,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,9781804220375,"=""9781804220375""",5,3.5,"Farrar, Straus, Giroux",Paperback,230,2011,2011,2024/11/15,2024/11/08,read,read (#1),read,,,,0,1
919322,Into the Wild,Jon Krakauer,"Krakauer, Jon",,9780739358047,"=""9780739358047""",0,4.02,RH Audio,Hardcover,207,1996,1996,,2025/01/08,currently-reading,currently-reading (#1),currently-reading,,,,1,0
363007,Projections: A Story of Human Emotions,Karl Deisseroth,"Deisseroth, Karl",,9781984853691,"=""9781984853691""",0,4.01,Random House,Kindle Edition,256,2021,2021,,2024/03/15,to-read,to-read (#1),to-read,,,,1,0
317477,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",,9780152047276,"=""9780152047276""",5,4.33,"Harcourt, Inc.",ebook,96,2003,2003,2025/05/09,2025/04/24,read,read (#1),read,,,,2,1
332594,How to Change Your Mind: The New Science of Psychedelics,Michael Pollan,"Pollan, Michael",,9780735224155,"=""9780735224155""",3,4.27,Penguin Books,Paperback,480,2019,2019,2025/04/06,2025/03/25,read,read (#1),read,,,,0,0
941665,"Midnight (Skulduggery Pleasant, #11)",Derek Landy,"Landy, Derek",,9780008303938,"=""9780008303938""",4,4.21,HarperCollinsChildren’sBooks,Hardcover,432,2019,2019,2025/06/23,2025/06/17,read,read (#1),read,,,,0,1
803778,Food Rules: An Eater's Manual,Michael Pollan,"Pollan, Michael",,9780143116387,"=""9780143116387""",1,3.99,Penguin Books,Hardcover,152,2009,2009,2024/11/06,2024/10/09,read,read (#1),read,,,,2,0
376204,The Church and the Kingdom,Giorgio Agamben,"Agamben, Giorgio",,9780857420244,"=""9780857420244""",4,4.06,Seagull Books,Hardcover,64,2012,2012,2025/04/19,2025/03/25,read,read (#1),read,,,,2,0
431808,Kenny & the Dragon,Tony DiTerlizzi,"DiTerlizzi, Tony",,9781416939771,"=""9781416939771""",4,3.97,Simon & Schuster Children's Publishing,Hardcover,151,2008,2008,2024/07/30,2024/07/13,read,read (#1),read,,,,2,1
114718,"Raising Steam (Discworld, #40; Moist von Lipwig, #3)",Terry Pratchett,"Pratchett, Terry",,9780857522276,"=""9780857522276""",3,4.02,Doubleday,Paperback,377,2013,2013,2023/11/18,2023/10/31,read,read (#1),read,,,,1,1
292644,The Psychopath Test: A Journey Through the Madness Industry,Jon Ronson,"Ronson, Jon",,9780330492270,"=""9780330492270""",0,3.95,Picador,Hardcover,275,2012,2012,,2025/06/14,currently-reading,currently-reading (#1),currently-reading,,,,1,1
994409,"Snuff (Discworld, #39; City Watch, #8)",Terry Pratchett,"Pratchett, Terry",,9780062011848,"=""9780062011848""",0,4.19,Harper,ebook,378,2011,2011,,2025/03/14,to-read,to-read (#1),to-read,,,,2,0
361541,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,9780099590088,"=""9780099590088""",4,4.34,Vintage Books,ebook,414,2011,2011,2025/01/20,2024/12/21,read,read (#1),read,,,,1,0
239226,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",Terry Pratchett,"Pratchett, Terry",,0060013133,"=""0060013133""",5,4.41,HarperCollins Publishers,Hardcover,394,2004,2004,2025/08/11,2025/07/13,read,read (#1),read,,,,2,0
513695,For Whom the Bell Tolls,Ernest Hemingway,"Hemingway, Ernest",,9780736657013,"=""9780736657013""",4,3.99,Books on Tape,ebook,471,1940,1940,2025/01/20,2024/12/31,read,read (#1),read,,,,0,1
888923,Pedro Páramo,Juan Rulfo,"Rulfo, Juan",,0802131190,"=""0802131190""",4,4.06,Grove Press,ebook,128,1969,1969,2025/03/24,2025/03/12,read,read (#1),read,,,,1,0
835117,"Small Gods (Discworld, #13)",Terry Pratchett,"Pratchett, Terry",,9780060177508,"=""9780060177508""",0,4.32,HarperCollins Publishers,Hardcover,389,1994,1994,,2024/09/18,currently-reading,currently-reading (#1),currently-reading,,,,2,1
819770,The Amazing Story of Adolphus Tips,Michael Morpurgo,"Morpurgo, Michael",,043979661X,"=""043979661X""",0,4.05,Scholastic Press,Kindle Edition,190,2006,2006,,2025/04/19,to-read,to-read (#1),to-read,,,,0,1
165892,Chéri,Colette,Colette,,0374528012,"=""0374528012""",0,3.67,"Farrar, Straus, Giroux",ebook,122,2001,2001,,2025/08/26,to-read,to-read (#1),to-read,,,,1,1
962367,"Sourcery (Discworld, #5; Rincewind, #3)",Terry Pratchett,"Pratchett, Terry",,9780451162335,"=""9780451162335""",1,3.91,New American Library,Paperback,276,1989,1989,2025/04/04,2025/03/14,read,read (#1),read,,,,2,1
604755,"Bedlam (Skulduggery Pleasant, #12)",Derek Landy,"Landy, Derek",,9780008303969,"=""9780008303969""",0,4.32,HarperCollins,ebook,608,2019,2019,,2025/01/21,to-read,to-read (#1),to-read,,,,1,0
216299,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,9780553573404,"=""9780553573404""",0,4.45,Voyager,Paperback,819,2000,2000,,2023/11/05,to-read,to-read (#1),to-read,,,,2,0
877319,The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,"Kolbert, Elizabeth",,9780805092998,"=""9780805092998""",5,5.0,Henry Holt and Company,Paperback,319,2014,2014,2024/07/15,2024/07/01,read,read (#1),read,,,,1,0
121175,Game of Thrones: A Pop-Up Guide to Westeros,Matthew Reinhart,"Reinhart, Matthew",,9781608873142,"=""9781608873142""",5,4.62,Insight Editions,Hardcover,14,2014,2014,2024/03/15,2024/02/21,read,read (#1),read,,,,0,0
348439,Sense and Nonsense: Evolutionary Perspectives on Human Behaviour,Kevin N. Laland,"Laland, Kevin N.",,0198508840,"=""0198508840""",4,4.01,Oxford University Press,Kindle Edition,384,2002,2002,2025/08/23,2025/08/14,read,read (#1),read,,,,1,0
