Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
421978,Hyperion,Dan Simmons,"Simmons, Dan",,9780575076372,"=""9780575076372""",0,5.0,GOLLANCZ (ORIO),ebook,480,1989,1989,,2024/08/02,to-read,to-read (#1),to-read,Didn't connect with the characters.,,,2,1
172096,Saki: Short Stories,Saki,Saki,,0385053738,"=""0385053738""",4,4.07,Doubleday,Paperback,352,1976,1976,2023/06/30,2023/06/26,read,read (#1),read,,,,2,0
345353,Atomic Habits,James Clear,"Clear, James",,9781804220207,"=""9781804220207""",4,3.5,James Clear,Paperback,168,2016,2016,2025/06/14,2025/04/07,read,read (#1),read,Captivating from start to finish.,,,2,0
467421,The Hate U Give,Angie Thomas,"Thomas, Angie",,9780062498533,"=""9780062498533""",0,3.5,Balzer + Bray,ebook,453,2017,2017,,2025/10/21,to-read,to-read (#1),to-read,Too slow for my taste.,,,2,1
259912,Stoning Mary,debbie tucker green,"green, debbie tucker",,9781854598561,"=""9781854598561""",1,3.05,Nick Hern Books,Paperback,73,2005,2005,2024/05/13,2024/02/13,read,read (#1),read,,,,0,1
915737,Sense and Nonsense: Evolutionary Perspectives on Human Behaviour,Kevin N. Laland,"Laland, Kevin N.",,0198508840,"=""0198508840""",0,4.01,Oxford University Press,ebook,384,2002,2002,,2023/03/01,read,read (#1),read,Too slow for my taste.,,,1,1
110388,Ubik,Philip K. Dick,"Dick, Philip K.",,9788498003185,"=""9788498003185""",2,4.11,,Paperback,288,,,2023/06/02,2023/04/15,read,read (#1),read,Too slow for my taste.,,,0,0
292945,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"Strayed, Cheryl",,9780307592736,"=""9780307592736""",5,3.5,Alfred A. Knopf,Hardcover,315,2012,2012,2022/10/26,2022/08/25,read,read (#1),read,Thought-provoking and well-written.,,,1,1
505960,"Thief of Time (Discworld, #26; Death, #5)",Terry Pratchett,"Pratchett, Terry",,0060199563,"=""0060199563""",0,4.28,HarperCollins,Paperback,378,2001,2001,2021/08/07,2021/07/06,read,read (#1),read,Didn't connect with the characters.,,,1,0
200466,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,9780307352149,"=""9780307352149""",5,4.0,Crown Publishers,Paperback,333,2012,2012,2024/10/10,2024/09/01,read,read (#1),read,One of my favorites. Highly recommend!,,,0,1
140626,Distant Light,Antonio Moresco,"Moresco, Antonio",,9780914671428,"=""9780914671428""",5,3.66,Archipelago Books,Paperback,140,2016,2016,2023/04/08,2023/01/08,read,read (#1),read,,,,2,1
121265,At Home: A Short History of Private Life,Bill Bryson,"Bryson, Bill",,9780767919388,"=""9780767919388""",4,3.99,Doubleday,ebook,497,2010,2010,2023/05/10,2023/03/21,read,read (#1),read,,,,1,1
390609,"Dune (Dune Chronicles, #1)",Frank Herbert,"Herbert, Frank",,9781444738209,"=""9781444738209""",4,4.29,Hodder,Paperback,510,1965,1965,,2021/06/14,to-read,to-read (#1),to-read,Captivating from start to finish.,,,1,0
792650,Private Peaceful,Michael Morpurgo,"Morpurgo, Michael",,9780007150069,"=""9780007150069""",5,4.15,Collins,Hardcover,208,2003,2003,,2023/08/06,read,read (#1),read,,,,1,1
164618,Circe,Madeline Miller,"Miller, Madeline",,9780316556330,"=""9780316556330""",4,4.22,"Little, Brown and Company",ebook,393,2018,2018,2024/01/05,2023/12/31,read,read (#1),read,,,,2,1
458329,A Wrinkle in Time,Madeleine L'Engle,"L'Engle, Madeleine",,9780241331163,"=""9780241331163""",0,3.5,Puffin Books Penguin Random House UK,Kindle Edition,300,1962,1962,,2022/01/19,currently-reading,currently-reading (#1),currently-reading,Didn't connect with the characters.,,,2,0
199522,The Shining,Stephen King,"King, Stephen",,9780450032202,"=""9780450032202""",4,3.5,New English Library,Paperback,447,1977,1977,2021/05/22,2021/05/19,read,read (#1),read,Captivating from start to finish.,,,2,1
662658,I Am Legend,Richard Matheson,"Matheson, Richard",,9781857988093,"=""9781857988093""",5,4.0,Gollancz,Kindle Edition,160,1954,1954,2023/09/27,2023/08/20,read,read (#1),read,One of my favorites. Highly recommend!,,,1,1
139198,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,"Nosrat, Samin",,9781476753836,"=""9781476753836""",4,4.4,Simon and Schuster,Paperback,480,2017,2017,2024/10/14,2024/10/07,read,read (#1),read,One of my favorites. Highly recommend!,,,0,1
