Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
225623,Astrophysics for People in a Hurry,Neil deGrasse Tyson,"Tyson, Neil deGrasse",,9780393609394,"=""9780393609394""",5,4.08,W.W. Norton & Company,Kindle Edition,223,2017,2017,2024/10/27,2024/10/11,read,read (#1),read,,,,2,0
383206,Butter,Asako Yuzuki,"Yuzuki, Asako",,9780063236417,"=""9780063236417""",2,3.49,HarperCollins Publishers,ebook,464,2024,2024,,2024/04/05,to-read,to-read (#1),to-read,Didn't connect with the characters.,,,0,1
711481,What I Talk About When I Talk About Running,Haruki Murakami,"Murakami, Haruki",,9780385681919,"=""9780385681919""",0,3.87,Anchor Canada,Hardcover,188,2013,2013,,2025/10/12,read,read (#1),read,,,,2,0
120604,Piranesi,Susanna Clarke,"Clarke, Susanna",,9781635575637,"=""9781635575637""",0,4.22,Bloomsbury Publishing,Hardcover,246,2020,2020,2023/12/12,2023/12/02,read,read (#1),read,Not my cup of tea. Found it boring.,,,2,1
874902,Pachinko,Min Jin Lee,"Lee, Min Jin",,9781455563937,"=""9781455563937""",5,3.5,Grand Central Publishing,ebook,490,2017,2017,2025/07/20,2025/05/01,read,read (#1),read,One of my favorites. Highly recommend!,,,0,1
658124,Drug Use for Grown-Ups: Chasing Liberty in the Land of Fear,Carl L. Hart,"Hart, Carl L.",,9786559790050,"=""9786559790050""",0,4.01,Publisher,Kindle Edition,304,2019,2019,2023/12/23,2023/11/16,read,read (#1),read,Not my cup of tea. Found it boring.,,,1,0
214680,Projections: A Story of Human Emotions,Karl Deisseroth,"Deisseroth, Karl",,9781984853691,"=""9781984853691""",2,4.01,Random House,Hardcover,256,2021,2021,,2025/01/28,read,read (#1),read,Too slow for my taste.,,,0,1
584814,Paradais,Fernanda Melchor,"Melchor, Fernanda",,9788439737711,"=""9788439737711""",3,3.62,Random House,Kindle Edition,118,2021,2021,2024/09/07,2024/07/30,read,read (#1),read,,,,2,0
536401,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,9780385539258,"=""9780385539258""",2,3.5,Doubleday,Paperback,720,2015,2015,,2025/06/06,read,read (#1),read,Not my cup of tea. Found it boring.,,,0,0
615424,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,9780812993547,"=""9780812993547""",4,3.5,Spiegel & Grau,Kindle Edition,152,2015,2015,2025/10/13,2025/07/18,read,read (#1),read,Thought-provoking and well-written.,,,2,1
754543,The Body Keeps the Score,Bessel van der Kolk,"Kolk, Bessel van der",,9780143127741,"=""9780143127741""",0,3.5,Penguin Books,Kindle Edition,464,2014,2014,,2024/04/04,to-read,to-read (#1),to-read,Didn't connect with the characters.,,,0,1
128887,Swing Time,Zadie Smith,"Smith, Zadie",,9780241144152,"=""9780241144152""",0,3.56,Penguin Press,Hardcover,453,2016,2016,,2024/02/09,to-read,to-read (#1),to-read,,,,2,0
344978,"Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions",Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,9781524733131,"=""9781524733131""",5,4.51,Alfred A. Knopf,Paperback,63,2017,2017,,2024/12/01,currently-reading,currently-reading (#1),currently-reading,,,,1,1
782492,The Childhood of Jesus,J.M. Coetzee,"Coetzee, J.M.",,9781846557262,"=""9781846557262""",2,3.48,Harvill Secker,Kindle Edition,288,2013,2013,2025/06/10,2025/05/19,read,read (#1),read,,,,2,0
506878,Checkout 19,Claire-Louise Bennett,"Bennett, Claire-Louise",,9780593420492,"=""9780593420492""",4,3.16,Penguin Publishing Group,Hardcover,288,2022,2022,,2024/05/30,read,read (#1),read,Thought-provoking and well-written.,,,1,0
740402,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor",,9781530117505,"=""9781530117505""",0,3.5,CreateSpace Independent Publishing Platform,Kindle Edition,536,2015,2015,,2025/10/12,read,read (#1),read,Not my cup of tea. Found it boring.,,,0,1
492614,Atomic Habits,James Clear,"Clear, James",,9781804220207,"=""9781804220207""",0,3.5,James Clear,Kindle Edition,168,2016,2016,2024/12/18,2024/10/13,read,read (#1),read,,,,0,1
809758,Invisible Cities,Italo Calvino,"Calvino, Italo",,9781452614489,"=""9781452614489""",3,4.1,Tantor Audio,Hardcover,165,2013,2013,,2025/07/14,currently-reading,currently-reading (#1),currently-reading,,,,0,0
